
===============================================================
                Cortex-M3 ICODE BUS TRACE
===============================================================

TIME(ns)     ADDRESS      INSTRUCTION    HTRANS   HRESP
1426680.000ns   00000394   f81418a5      NONSEQ      OKAY
1426720.000ns   00000398   f0000f01      NONSEQ      OKAY
1426760.000ns   0000039c   42acf83f      NONSEQ      OKAY
1426800.000ns   000003a0   4630d1f9      NONSEQ      OKAY
1426840.000ns   0000041c   2240f04f      NONSEQ      OKAY
1426880.000ns   00000420   07db6853      NONSEQ      OKAY
1427000.000ns   00000424   6010d4fc      NONSEQ      OKAY
1427040.000ns   00000428   bf004770      NONSEQ      OKAY
1427320.000ns   00000420   07db6853      NONSEQ      OKAY
1427360.000ns   00000424   6010d4fc      NONSEQ      OKAY
1427400.000ns   00000428   bf004770      NONSEQ      OKAY
1427600.000ns   00000420   07db6853      NONSEQ      OKAY
1427640.000ns   00000424   6010d4fc      NONSEQ      OKAY
1427680.000ns   00000428   bf004770      NONSEQ      OKAY
1427880.000ns   00000420   07db6853      NONSEQ      OKAY
1427920.000ns   00000424   6010d4fc      NONSEQ      OKAY
1427960.000ns   00000428   bf004770      NONSEQ      OKAY
1428160.000ns   00000420   07db6853      NONSEQ      OKAY
1428200.000ns   00000424   6010d4fc      NONSEQ      OKAY
1428240.000ns   00000428   bf004770      NONSEQ      OKAY
1428440.000ns   00000420   07db6853      NONSEQ      OKAY
1428480.000ns   00000424   6010d4fc      NONSEQ      OKAY
1428520.000ns   00000428   bf004770      NONSEQ      OKAY
1428720.000ns   00000420   07db6853      NONSEQ      OKAY
1428760.000ns   00000424   6010d4fc      NONSEQ      OKAY
1428800.000ns   00000428   bf004770      NONSEQ      OKAY
1429000.000ns   00000420   07db6853      NONSEQ      OKAY
1429040.000ns   00000424   6010d4fc      NONSEQ      OKAY
1429080.000ns   00000428   bf004770      NONSEQ      OKAY
1429280.000ns   00000420   07db6853      NONSEQ      OKAY
1429320.000ns   00000424   6010d4fc      NONSEQ      OKAY
1429360.000ns   00000428   bf004770      NONSEQ      OKAY
1429560.000ns   00000420   07db6853      NONSEQ      OKAY
1429600.000ns   00000424   6010d4fc      NONSEQ      OKAY
1429640.000ns   00000428   bf004770      NONSEQ      OKAY
1429840.000ns   00000420   07db6853      NONSEQ      OKAY
1429880.000ns   00000424   6010d4fc      NONSEQ      OKAY
1429920.000ns   00000428   bf004770      NONSEQ      OKAY
1430120.000ns   00000420   07db6853      NONSEQ      OKAY
1430160.000ns   00000424   6010d4fc      NONSEQ      OKAY
1430200.000ns   00000428   bf004770      NONSEQ      OKAY
1430400.000ns   00000420   07db6853      NONSEQ      OKAY
1430440.000ns   00000424   6010d4fc      NONSEQ      OKAY
1430480.000ns   00000428   bf004770      NONSEQ      OKAY
1430680.000ns   00000420   07db6853      NONSEQ      OKAY
1430720.000ns   00000424   6010d4fc      NONSEQ      OKAY
1430760.000ns   00000428   bf004770      NONSEQ      OKAY
1430960.000ns   00000420   07db6853      NONSEQ      OKAY
1431000.000ns   00000424   6010d4fc      NONSEQ      OKAY
1431040.000ns   00000428   bf004770      NONSEQ      OKAY
1431240.000ns   00000420   07db6853      NONSEQ      OKAY
1431280.000ns   00000424   6010d4fc      NONSEQ      OKAY
1431320.000ns   00000428   bf004770      NONSEQ      OKAY
1431520.000ns   00000420   07db6853      NONSEQ      OKAY
1431560.000ns   00000424   6010d4fc      NONSEQ      OKAY
1431600.000ns   00000428   bf004770      NONSEQ      OKAY
1431800.000ns   00000420   07db6853      NONSEQ      OKAY
1431840.000ns   00000424   6010d4fc      NONSEQ      OKAY
1431880.000ns   00000428   bf004770      NONSEQ      OKAY
1432080.000ns   00000420   07db6853      NONSEQ      OKAY
1432120.000ns   00000424   6010d4fc      NONSEQ      OKAY
1432160.000ns   00000428   bf004770      NONSEQ      OKAY
1432360.000ns   00000420   07db6853      NONSEQ      OKAY
1432400.000ns   00000424   6010d4fc      NONSEQ      OKAY
1432440.000ns   00000428   bf004770      NONSEQ      OKAY
1432640.000ns   00000420   07db6853      NONSEQ      OKAY
1432680.000ns   00000424   6010d4fc      NONSEQ      OKAY
1432720.000ns   00000428   bf004770      NONSEQ      OKAY
1432920.000ns   00000420   07db6853      NONSEQ      OKAY
1432960.000ns   00000424   6010d4fc      NONSEQ      OKAY
1433000.000ns   00000428   bf004770      NONSEQ      OKAY
1433200.000ns   00000420   07db6853      NONSEQ      OKAY
1433240.000ns   00000424   6010d4fc      NONSEQ      OKAY
1433280.000ns   00000428   bf004770      NONSEQ      OKAY
1433480.000ns   00000420   07db6853      NONSEQ      OKAY
1433520.000ns   00000424   6010d4fc      NONSEQ      OKAY
1433560.000ns   00000428   bf004770      NONSEQ      OKAY
1433760.000ns   00000420   07db6853      NONSEQ      OKAY
1433800.000ns   00000424   6010d4fc      NONSEQ      OKAY
1433840.000ns   00000428   bf004770      NONSEQ      OKAY
1434040.000ns   00000420   07db6853      NONSEQ      OKAY
1434080.000ns   00000424   6010d4fc      NONSEQ      OKAY
1434120.000ns   00000428   bf004770      NONSEQ      OKAY
1434320.000ns   00000420   07db6853      NONSEQ      OKAY
1434360.000ns   00000424   6010d4fc      NONSEQ      OKAY
1434400.000ns   00000428   bf004770      NONSEQ      OKAY
1434600.000ns   00000420   07db6853      NONSEQ      OKAY
1434640.000ns   00000424   6010d4fc      NONSEQ      OKAY
1434680.000ns   00000428   bf004770      NONSEQ      OKAY
1434880.000ns   00000420   07db6853      NONSEQ      OKAY
1434920.000ns   00000424   6010d4fc      NONSEQ      OKAY
1434960.000ns   00000428   bf004770      NONSEQ      OKAY
1435160.000ns   00000420   07db6853      NONSEQ      OKAY
1435200.000ns   00000424   6010d4fc      NONSEQ      OKAY
1435240.000ns   00000428   bf004770      NONSEQ      OKAY
1435440.000ns   00000420   07db6853      NONSEQ      OKAY
1435480.000ns   00000424   6010d4fc      NONSEQ      OKAY
1435520.000ns   00000428   bf004770      NONSEQ      OKAY
1435720.000ns   00000420   07db6853      NONSEQ      OKAY
1435760.000ns   00000424   6010d4fc      NONSEQ      OKAY
1435800.000ns   00000428   bf004770      NONSEQ      OKAY
1436000.000ns   00000420   07db6853      NONSEQ      OKAY
1436040.000ns   00000424   6010d4fc      NONSEQ      OKAY
1436080.000ns   00000428   bf004770      NONSEQ      OKAY
1436280.000ns   00000420   07db6853      NONSEQ      OKAY
1436320.000ns   00000424   6010d4fc      NONSEQ      OKAY
1436360.000ns   00000428   bf004770      NONSEQ      OKAY
1436560.000ns   00000420   07db6853      NONSEQ      OKAY
1436600.000ns   00000424   6010d4fc      NONSEQ      OKAY
1436640.000ns   00000428   bf004770      NONSEQ      OKAY
1436840.000ns   00000420   07db6853      NONSEQ      OKAY
1436880.000ns   00000424   6010d4fc      NONSEQ      OKAY
1436920.000ns   00000428   bf004770      NONSEQ      OKAY
1437120.000ns   00000420   07db6853      NONSEQ      OKAY
1437160.000ns   00000424   6010d4fc      NONSEQ      OKAY
1437200.000ns   00000428   bf004770      NONSEQ      OKAY
1437400.000ns   00000420   07db6853      NONSEQ      OKAY
1437440.000ns   00000424   6010d4fc      NONSEQ      OKAY
1437480.000ns   00000428   bf004770      NONSEQ      OKAY
1437680.000ns   00000420   07db6853      NONSEQ      OKAY
1437720.000ns   00000424   6010d4fc      NONSEQ      OKAY
1437760.000ns   00000428   bf004770      NONSEQ      OKAY
1437960.000ns   00000420   07db6853      NONSEQ      OKAY
1438000.000ns   00000424   6010d4fc      NONSEQ      OKAY
1438040.000ns   00000428   bf004770      NONSEQ      OKAY
1438240.000ns   00000420   07db6853      NONSEQ      OKAY
1438280.000ns   00000424   6010d4fc      NONSEQ      OKAY
1438320.000ns   00000428   bf004770      NONSEQ      OKAY
1438520.000ns   00000420   07db6853      NONSEQ      OKAY
1438560.000ns   00000424   6010d4fc      NONSEQ      OKAY
1438600.000ns   00000428   bf004770      NONSEQ      OKAY
1438800.000ns   00000420   07db6853      NONSEQ      OKAY
1438840.000ns   00000424   6010d4fc      NONSEQ      OKAY
1438880.000ns   00000428   bf004770      NONSEQ      OKAY
1439080.000ns   00000420   07db6853      NONSEQ      OKAY
1439120.000ns   00000424   6010d4fc      NONSEQ      OKAY
1439160.000ns   00000428   bf004770      NONSEQ      OKAY
1439360.000ns   00000420   07db6853      NONSEQ      OKAY
1439400.000ns   00000424   6010d4fc      NONSEQ      OKAY
1439440.000ns   00000428   bf004770      NONSEQ      OKAY
1439640.000ns   00000420   07db6853      NONSEQ      OKAY
1439680.000ns   00000424   6010d4fc      NONSEQ      OKAY
1439720.000ns   00000428   bf004770      NONSEQ      OKAY
1439920.000ns   00000420   07db6853      NONSEQ      OKAY
1439960.000ns   00000424   6010d4fc      NONSEQ      OKAY
1440000.000ns   00000428   bf004770      NONSEQ      OKAY
1440200.000ns   00000420   07db6853      NONSEQ      OKAY
1440240.000ns   00000424   6010d4fc      NONSEQ      OKAY
1440280.000ns   00000428   bf004770      NONSEQ      OKAY
1440480.000ns   00000420   07db6853      NONSEQ      OKAY
1440520.000ns   00000424   6010d4fc      NONSEQ      OKAY
1440560.000ns   00000428   bf004770      NONSEQ      OKAY
1440760.000ns   00000420   07db6853      NONSEQ      OKAY
1440800.000ns   00000424   6010d4fc      NONSEQ      OKAY
1440840.000ns   00000428   bf004770      NONSEQ      OKAY
1441040.000ns   00000420   07db6853      NONSEQ      OKAY
1441080.000ns   00000424   6010d4fc      NONSEQ      OKAY
1441120.000ns   00000428   bf004770      NONSEQ      OKAY
1441320.000ns   00000420   07db6853      NONSEQ      OKAY
1441360.000ns   00000424   6010d4fc      NONSEQ      OKAY
1441400.000ns   00000428   bf004770      NONSEQ      OKAY
1441600.000ns   00000420   07db6853      NONSEQ      OKAY
1441640.000ns   00000424   6010d4fc      NONSEQ      OKAY
1441680.000ns   00000428   bf004770      NONSEQ      OKAY
1441880.000ns   00000420   07db6853      NONSEQ      OKAY
1441920.000ns   00000424   6010d4fc      NONSEQ      OKAY
1441960.000ns   00000428   bf004770      NONSEQ      OKAY
1442160.000ns   00000420   07db6853      NONSEQ      OKAY
1442200.000ns   00000424   6010d4fc      NONSEQ      OKAY
1442240.000ns   00000428   bf004770      NONSEQ      OKAY
1442440.000ns   00000420   07db6853      NONSEQ      OKAY
1442480.000ns   00000424   6010d4fc      NONSEQ      OKAY
1442520.000ns   00000428   bf004770      NONSEQ      OKAY
1442720.000ns   00000420   07db6853      NONSEQ      OKAY
1442760.000ns   00000424   6010d4fc      NONSEQ      OKAY
1442800.000ns   00000428   bf004770      NONSEQ      OKAY
1443000.000ns   00000420   07db6853      NONSEQ      OKAY
1443040.000ns   00000424   6010d4fc      NONSEQ      OKAY
1443080.000ns   00000428   bf004770      NONSEQ      OKAY
1443280.000ns   00000420   07db6853      NONSEQ      OKAY
1443320.000ns   00000424   6010d4fc      NONSEQ      OKAY
1443360.000ns   00000428   bf004770      NONSEQ      OKAY
1443560.000ns   00000420   07db6853      NONSEQ      OKAY
1443600.000ns   00000424   6010d4fc      NONSEQ      OKAY
1443640.000ns   00000428   bf004770      NONSEQ      OKAY
1443840.000ns   00000420   07db6853      NONSEQ      OKAY
1443880.000ns   0000042c   2240f04f      NONSEQ      OKAY
1443920.000ns   0000039c   42acf83f      NONSEQ      OKAY
1443960.000ns   000003a0   4630d1f9      NONSEQ      OKAY
1444000.000ns   000003a4   bf00bd70      NONSEQ      OKAY
1444040.000ns   00000394   f81418a5      NONSEQ      OKAY
1444080.000ns   00000398   f0000f01      NONSEQ      OKAY
1444120.000ns   0000039c   42acf83f      NONSEQ      OKAY
1444160.000ns   000003a0   4630d1f9      NONSEQ      OKAY
1444200.000ns   0000041c   2240f04f      NONSEQ      OKAY
1444240.000ns   00000420   07db6853      NONSEQ      OKAY
1444360.000ns   00000424   6010d4fc      NONSEQ      OKAY
1444400.000ns   00000428   bf004770      NONSEQ      OKAY
1444680.000ns   00000420   07db6853      NONSEQ      OKAY
1444720.000ns   00000424   6010d4fc      NONSEQ      OKAY
1444760.000ns   00000428   bf004770      NONSEQ      OKAY
1444960.000ns   00000420   07db6853      NONSEQ      OKAY
1445000.000ns   00000424   6010d4fc      NONSEQ      OKAY
1445040.000ns   00000428   bf004770      NONSEQ      OKAY
1445240.000ns   00000420   07db6853      NONSEQ      OKAY
1445280.000ns   00000424   6010d4fc      NONSEQ      OKAY
1445320.000ns   00000428   bf004770      NONSEQ      OKAY
1445520.000ns   00000420   07db6853      NONSEQ      OKAY
1445560.000ns   00000424   6010d4fc      NONSEQ      OKAY
1445600.000ns   00000428   bf004770      NONSEQ      OKAY
1445800.000ns   00000420   07db6853      NONSEQ      OKAY
1445840.000ns   00000424   6010d4fc      NONSEQ      OKAY
1445880.000ns   00000428   bf004770      NONSEQ      OKAY
1446080.000ns   00000420   07db6853      NONSEQ      OKAY
1446120.000ns   00000424   6010d4fc      NONSEQ      OKAY
1446160.000ns   00000428   bf004770      NONSEQ      OKAY
1446360.000ns   00000420   07db6853      NONSEQ      OKAY
1446400.000ns   00000424   6010d4fc      NONSEQ      OKAY
1446440.000ns   00000428   bf004770      NONSEQ      OKAY
1446640.000ns   00000420   07db6853      NONSEQ      OKAY
1446680.000ns   00000424   6010d4fc      NONSEQ      OKAY
1446720.000ns   00000428   bf004770      NONSEQ      OKAY
1446920.000ns   00000420   07db6853      NONSEQ      OKAY
1446960.000ns   00000424   6010d4fc      NONSEQ      OKAY
1447000.000ns   00000428   bf004770      NONSEQ      OKAY
1447200.000ns   00000420   07db6853      NONSEQ      OKAY
1447240.000ns   00000424   6010d4fc      NONSEQ      OKAY
1447280.000ns   00000428   bf004770      NONSEQ      OKAY
1447480.000ns   00000420   07db6853      NONSEQ      OKAY
1447520.000ns   00000424   6010d4fc      NONSEQ      OKAY
1447560.000ns   00000428   bf004770      NONSEQ      OKAY
1447760.000ns   00000420   07db6853      NONSEQ      OKAY
1447800.000ns   00000424   6010d4fc      NONSEQ      OKAY
1447840.000ns   00000428   bf004770      NONSEQ      OKAY
1448040.000ns   00000420   07db6853      NONSEQ      OKAY
1448080.000ns   00000424   6010d4fc      NONSEQ      OKAY
1448120.000ns   00000428   bf004770      NONSEQ      OKAY
1448320.000ns   00000420   07db6853      NONSEQ      OKAY
1448360.000ns   00000424   6010d4fc      NONSEQ      OKAY
1448400.000ns   00000428   bf004770      NONSEQ      OKAY
1448600.000ns   00000420   07db6853      NONSEQ      OKAY
1448640.000ns   00000424   6010d4fc      NONSEQ      OKAY
1448680.000ns   00000428   bf004770      NONSEQ      OKAY
1448880.000ns   00000420   07db6853      NONSEQ      OKAY
1448920.000ns   00000424   6010d4fc      NONSEQ      OKAY
1448960.000ns   00000428   bf004770      NONSEQ      OKAY
1449160.000ns   00000420   07db6853      NONSEQ      OKAY
1449200.000ns   00000424   6010d4fc      NONSEQ      OKAY
1449240.000ns   00000428   bf004770      NONSEQ      OKAY
1449440.000ns   00000420   07db6853      NONSEQ      OKAY
1449480.000ns   00000424   6010d4fc      NONSEQ      OKAY
1449520.000ns   00000428   bf004770      NONSEQ      OKAY
1449720.000ns   00000420   07db6853      NONSEQ      OKAY
1449760.000ns   00000424   6010d4fc      NONSEQ      OKAY
1449800.000ns   00000428   bf004770      NONSEQ      OKAY
1450000.000ns   00000420   07db6853      NONSEQ      OKAY
1450040.000ns   00000424   6010d4fc      NONSEQ      OKAY
1450080.000ns   00000428   bf004770      NONSEQ      OKAY
1450280.000ns   00000420   07db6853      NONSEQ      OKAY
1450320.000ns   00000424   6010d4fc      NONSEQ      OKAY
1450360.000ns   00000428   bf004770      NONSEQ      OKAY
1450560.000ns   00000420   07db6853      NONSEQ      OKAY
1450600.000ns   00000424   6010d4fc      NONSEQ      OKAY
1450640.000ns   00000428   bf004770      NONSEQ      OKAY
1450840.000ns   00000420   07db6853      NONSEQ      OKAY
1450880.000ns   00000424   6010d4fc      NONSEQ      OKAY
1450920.000ns   00000428   bf004770      NONSEQ      OKAY
1451120.000ns   00000420   07db6853      NONSEQ      OKAY
1451160.000ns   00000424   6010d4fc      NONSEQ      OKAY
1451200.000ns   00000428   bf004770      NONSEQ      OKAY
1451400.000ns   00000420   07db6853      NONSEQ      OKAY
1451440.000ns   00000424   6010d4fc      NONSEQ      OKAY
1451480.000ns   00000428   bf004770      NONSEQ      OKAY
1451680.000ns   00000420   07db6853      NONSEQ      OKAY
1451720.000ns   00000424   6010d4fc      NONSEQ      OKAY
1451760.000ns   00000428   bf004770      NONSEQ      OKAY
1451960.000ns   00000420   07db6853      NONSEQ      OKAY
1452000.000ns   00000424   6010d4fc      NONSEQ      OKAY
1452040.000ns   00000428   bf004770      NONSEQ      OKAY
1452240.000ns   00000420   07db6853      NONSEQ      OKAY
1452280.000ns   00000424   6010d4fc      NONSEQ      OKAY
1452320.000ns   00000428   bf004770      NONSEQ      OKAY
1452520.000ns   00000420   07db6853      NONSEQ      OKAY
1452560.000ns   00000424   6010d4fc      NONSEQ      OKAY
1452600.000ns   00000428   bf004770      NONSEQ      OKAY
1452800.000ns   00000420   07db6853      NONSEQ      OKAY
1452840.000ns   00000424   6010d4fc      NONSEQ      OKAY
1452880.000ns   00000428   bf004770      NONSEQ      OKAY
1453080.000ns   00000420   07db6853      NONSEQ      OKAY
1453120.000ns   00000424   6010d4fc      NONSEQ      OKAY
1453160.000ns   00000428   bf004770      NONSEQ      OKAY
1453360.000ns   00000420   07db6853      NONSEQ      OKAY
1453400.000ns   00000424   6010d4fc      NONSEQ      OKAY
1453440.000ns   00000428   bf004770      NONSEQ      OKAY
1453640.000ns   00000420   07db6853      NONSEQ      OKAY
1453680.000ns   00000424   6010d4fc      NONSEQ      OKAY
1453720.000ns   00000428   bf004770      NONSEQ      OKAY
1453920.000ns   00000420   07db6853      NONSEQ      OKAY
1453960.000ns   00000424   6010d4fc      NONSEQ      OKAY
1454000.000ns   00000428   bf004770      NONSEQ      OKAY
1454200.000ns   00000420   07db6853      NONSEQ      OKAY
1454240.000ns   00000424   6010d4fc      NONSEQ      OKAY
1454280.000ns   00000428   bf004770      NONSEQ      OKAY
1454480.000ns   00000420   07db6853      NONSEQ      OKAY
1454520.000ns   00000424   6010d4fc      NONSEQ      OKAY
1454560.000ns   00000428   bf004770      NONSEQ      OKAY
1454760.000ns   00000420   07db6853      NONSEQ      OKAY
1454800.000ns   00000424   6010d4fc      NONSEQ      OKAY
